District,Name of NGO in Nepali,Name of NGO in English,Acronym,Address,Telephone,Fax,Email,Website,Office Mobil,Contact Person,Working Sector
Rautahat,ग्रामीण विकास प्रोग्राम नेपाल,Rural Development Program -Nepal,,Samanpur-3,,,,,,,
Rautahat,सूर्र्योदय प्रतिष्ठान,Suryodaya Trust,,,,,,,,,
Rautahat,ग्रामीण सेवा प्रवद्र्धन समाज नेपाल,Rural Service Promotion Society -Nepal,,Chandranighapur-1,055-54085,,reusers@ntc.net.np,,9845126676,Anju Adhikari,
Rautahat,ग्रामीण खानेपानी तथा सरसफाई जनचेतना प्रवद्र्धन समाज नेपाल (रुस्यारस),Rural Safe Drinking Water and Sanitation Awareness Promotion Society Nepal,,Chandranighapur-1,,,,,,,
Rautahat,हाम्रो ग्रामिण समाजको निमित्त परिवर्तन र विकास (सिडोरस),Bikas (Sidoras),,Dumriya-2,055-540026,,,,,,
Rautahat,ग्रामीण युवा समाज सेवा संघ,Rural Youth Society Service Organization,,Dowahi-3,055-520739,,,,,,
Rautahat,नागरिक समाज विकास केन्द्र,Civil Society Development Centre,,,,,,,,,
Rautahat,मलधर जलाधार संरक्षण तथा विकास समिति,Maladhar Jaladhar Samrakshana tatha Bikas Samiti,,Santapur-8,055-540043,,,,,,
Rautahat,परिवर्तन र विकास केन्द्र नेपाल,Changing and Development Centre Nepal,,Dumariya-2,9845032931,,,,,,
Rautahat,समाज विकासका लागि हाम्रो अभियान,Our Campaign for Social Development,,Chandranigahapur-1,,,alonenisal@hotmail.com,,9841854302,Niranjan Lamsal,
Rautahat,सुनहला समाज कल्याण नेपाल,Sunhala Social Welfare Nepal,,Brahamakumari-1,,,,,9845280351,Shamvukumar singh,
Rautahat,क्रियटिब ग्रुप अफ नेपाल,Creative Group of Nepal,,Bhalohiya-6,055-620345,,cgonbr@gmail.com,,,Parbin Kumar Sharma,
Rautahat,समाज विकास जनचेतना केन्द्र नेपाल,Social Development Public Awareness Centre Nepal,,Samanpur-8,055-540723,,sodecnepal2066@gmail.com,,9855041047,Rampukar Yadav,
Rautahat,ग्रामीण विकास सेवा केन्द्र,Rural Development Service Center,,Gaur-8,,,,,,,
Rautahat,हेल्दी इन्भारोमेन्ट नेपाल,Healthy Environment Nepal,,chandranigahpur-1,9845074029,,,,9845074029,Laxmi Prasad Gautam,
Rautahat,पानस युवा समूह,Panas Youth Group,,Santapur-6 Banbahuari,9845037361,,,,9845037361,Baliram phanait,
Rautahat,गैडाटार युवा विकास केन्द्र नेपाल,Gaindatar Youth development centre Nepal,,chandranigahpur-4 Gaidatar,9841880020,,,,9841880020,Hira Bahadur Moktan,
Rautahat,नेपाल दलित उत्पीडित विकास केन्द्र,,,,,,,,,,
Rautahat,मिलिनियम युवा क्लव,Millennium Youth Club,,Santapur-8,55520450,,,,9855023237,Kumar Basnet,
Rautahat,ग्रामीण सामुदायिक स्वास्थ्य केन्द्र नेपाल,Rural Community Health Centre Nepal,,Dumariya-2,55520450,,,,9855023237,Kumar Basnet,
Rautahat,हामी छौँ तपाई जहाँ भए पनि,"We are, wherever you are",,chandranigahpur-2,9845492050,,,,9845492050,Jang Bahadur Ghalan,
Rautahat,एकीकृत शत्रु जीव व्यवस्थापन ९क्ष्एः० कृषक समाज  ,Integrated Pest management farmer society.,,Gaur -4,55521122,,ipmsamaj@gmail.com,www.ipmsamaj.org.np,9845034934,Lal babu pr. chaudhary,
Rautahat,समाज कल्याण तथा वातावरण विकास परियोजना,,,,,,,,,,
Rautahat,सद्भाव युवा समाज नेपाल,Courtsy Youth society Nepal,,Judibela- 3,9845121224,,anomol_karki@yahoo.com,,9845121224,sushila karki,
Rautahat,जन सेवा युवा क्लव,Jansewa Youth club,,Madhopur-5,9845034947,,jan2056@gmail.com,,9845034947,Kopila Timalsina,
Rautahat,दलित जागरण नेपाल,Dalit Jagaran Nepal,,santapur-9 Motipur,9845038551,,,,9845038551,Nathuram Pariyar,
Rautahat,ज्योति नेपाल,Light Nepal,,santapur-9 Motipur,9845058596,,,,9845058596,Amar Bahadur thakur,
Rautahat,समाज विकास नेपाल,Social Development Nepal,,simara bhawanipur,,,,,9855023630,Bijay sah Baniya,
Rautahat,शान्ति तथा एकीकृत समाज सेवा नेपाल,peace & integrated social service Nepal,,paurai -8 kaltol,9845059539,,,,9845059539,Dambar Bahadur shreshtha,
Rautahat,जागरण नेपाल,Jagaran Nepal,,chandranigahpur-1,,,jagaran.np@gmail.com,,9855041744,shyam Pr. Yadav,
Rautahat,जनचेतना नेपाल,Public Awareness Nepal,,Madhopur-5,,,,,,Umesh thakur,
Rautahat,सिर्जनात्मक युवा क्लव,Sharee Creative Youth Club,,Bariyarpur-5,,,,,9745033858,Sunita Devi sahani,
Rautahat,उज्वल भविष्य नेपाल,Ujjwal Bhavishya Nepal,,pothiyahi-6,,,,,9855040778,shivaji pr. Jaiswal,
Rautahat,सुनौलो भविष्य नेपाल,Golden future Nepal,,Malahi -5,,,,,9845170447,Gauri Devi sahani,
Rautahat,दोभान युवा क्लव ÷ दोभान संस्कृति कला समाज,Dobhan sanskritic kala samaj,,paurai -8 kaltol,,,,,,Lok bahadur rana,
Rautahat,सिडिआरसी,community development resource center,,Gaur -5,55521122,,cdrc@rocketmail.com,,9745020444,Navaraj Adhikari,
Rautahat,प्रगतिशील युवा क्लव,,,,,,,,,,
Rautahat,समाज कल्याण तथा वातावरण विकास परिषद,Social welfaire and Environment Development council,,Judibela- 8,,,,,9845271451,sudip raj kadel,
Rautahat,राष्ट्रिय उर्जा तथा बातावरणीय संगठन,National Energy and Environmental organization,,santapur-4 Basantapur,9855041300,,neeogreen@gmail.com,,9855041300,Jokhan phanait,
Sarlahi,ग्रामिण स्वयं सेवक समाज,Village Volunteer Society,,Harion-9,,,,,,,
Sarlahi,श्री सरस्वती राजनारायण प्रतिष्ठान,Shree Saraswati Raj Narayan Foundation,,"Bramhapuri, sarlahi",,,,,,,
Sarlahi,महिला परिवार क्लब,Women Family Club,,Harion-9,,,,,,,
Sarlahi,ग्रामिण सामुदायिक विकास केन्द्र,Rural Community Development Centre,,Harion-9,,,,,,,
Sarlahi,नेपाल एकयुपंचर समाज,Nepal Acupancher Society,,Gaurishankar -9,,,,,,,
Sarlahi,ग्रामिण विकास संस्था,Institute of Rural Development,,Malangawa-10,046-570181,,irdharion96@gmail.com,,9844034929,,"Poverty reduction, human rights, environment conservation, health"
Sarlahi,बाल संरक्षण संस्था,Institute of Child Protection,,"Lalbandhi- 9, Bastipur",,,,,,,
Sarlahi,मानव कल्याण समाज,Human Welfare Society,,Malangwa- 8,,,,,,,
Sarlahi,समाज सेवा युवा संघ,Social Service Youth Organizaiton,,Malangwa- 8,,,,,,,
Sarlahi,वाग्मती सेवा समाज नेपाल,Bagmati Welfare Society Nepal,,Barahathawa,,,,,,,
Sarlahi,वी.पी. उपेन्द्र युवा क्लव,B.P. Upendra Youth Club,,Rochuwa,,,,,,,
Sarlahi,श्रीजन यूवा क्लव,Shreejan Youth Club,,Koudena-1,,,,,,,
Sarlahi,तरुण जागरण क्लव,Tarun Jangaran Club,,Madhubani-8,,,,,,,
Sarlahi,त्रिमुर्ती जनचेतना यूवा क्लव,Trimurti Public Awareness Youth Club,,Jamunia-9,,,,,,,
Sarlahi,प्यारो मातृभूमि सामुदायीक विकास केन्द्र,Lovely Motherland Commonity Development Centre,,Malangwa-5,,,,,,,
Sarlahi,हेल्पिङ्ग सोसाइटी,Helping Society,,Malangwa-8,,,,,9844032416,,"health, education, handicapped people"
Sarlahi,हरिवन सेवा समाज नेपाल,Harion Service Society Nepal,,Harion-9,,,,,,,
Sarlahi,हिमालय ग्रामिण प्रकृतिक व्यवस्थापन महिला समूह,Himalya Rural Natural Management Women Group,,Harion- 2,,,,,,,
Sarlahi,स्वस्थ्य समाज र वातावरण संरक्षण केन्द्र,Healthy Society and Environment Protection Centre,,Haripharwa- 3,,,,,,,
Sarlahi,ग्रमीण नारी उत्थान संघ,Rural Women Upliftment Association,,Haripur 9,046-620164,,rwuaharipur@yahoo.com,,9854035079,,"health, education, handicapped people"
Sarlahi,सामुदायिक बिकास कार्यक्रम,Community Development Program,,Janakinagar,,,,,,,
Sarlahi,उत्पिडित महिला समाज,Down Trodden Women Society,,Dhungkhola,,,,,,,
Sarlahi,ग्रामीण बिकास समाज नेपाल,Rural Development Society Nepal,,Bharahathawa,,,,,,,
Sarlahi,नेपाल जन कल्याण समाज,Nepal Welfare Social,,Bharahathawa- 5,,,,,,,
Sarlahi,जागरण अभियान नेपाल,Jagaran Abhiyan Nepal,,"Lalbandhi- 9,",,,,,,,
Sarlahi,चेतना सन्देश नेपाल,Messanger Awareness Nepal,,"Dhurkouli-2, Sarlahi",,,man@yahoo.com,,9844034610,,conflict effected children
Sarlahi,चेतना,Chetana,,Malangwa municipality- 9,046-520895,,chetana1@ntc.net.np,,9854035390,,"women empowerment, children rights, cooperatives, agriculture"
Sarlahi,ग्रामीण सेवा समाज,Rural Service Society,,Kabilasi-9,,,,,,,
Sarlahi,लोक सांस्कृतिक विकास समिति,Lok Sanshkritik Bikash Samitee,,Malangwa municipality- 10,,,,,9844033305,,"Good governance, community mobilization, health, education"
Sarlahi,विश्व ज्योती युवा क्लब,Biswa Joyti Youth Club,,Chhapkena Kaudena -6,,,,,,,
Sarlahi,जन उत्थान आपसी बिकास केन्द्र,Jana Uthan Aapasi Bikas Kendra,,Harion,,,,,,,
Sarlahi,जनमुखी आपसी बिकास केन्द्र,People Based Mutual Development Centre,,Harion-1,,,,,,,
Sarlahi,राष्ट्रिय ग्रामीण वातावरण संघ,Nation Association For Rural And Environmental Development,,Netraganja - 7,,,,,,,
Sarlahi,महिला कल्याण सहयोग समिति,Women Welfare Trust Committee,,Raniganja,,,,,,,
Sarlahi,जन जागृति समाज,Public Awareness Society,,Malangwa- 10,,,,,,,
Sarlahi,जिविकोपार्जनका लागि प्राकृतिक श्रोत,Natural Resources for Livlihood,,Malangawa-3,,,,,,,
Sarlahi,नारायण उप्रेती स्मृति प्रतिष्ठान,Narayan Upreti Memorial Trust,,Harion,,,,,,,
Sarlahi,राष्ट्रिय रोजगार प्रवद्र्धन केन्द्र,Rastriya Rojgar Pravardhan Kendra,,Malangawa-8,,,,,,,
Sarlahi,चुरे तराई सेवा समाज,Chure Tetai Sewa Samaj,,Harion,,,,,,,
Sarlahi,महिला जागरण केन्द्र,Women Empower Centre,,Harion,,,,,,,
Sarlahi,"समावेशी विकास केन्द्र, नेपाल","Inclusive Development Centre, Nepal",,Babarganj,,,,,,,
Sarlahi,सेतो गुराँस जिल्ला बाल विकास सेवा,Seto Gurans Districts Child Development Service,,Harion-9,,,,,,,
Sarlahi,नेपाल ग्रामीण विकास कार्यक्रम,Nepal Rural Development Program,,Lalbandi-1,,,,,,,
Sarlahi,सामाजिक वातावरण तथा युवा संघ,Social Environmen and Youth Organization,,Pindari,,,,,,,
Sarlahi,श्री मुक्तेश्वर ग्रामीण महिला तथा बाल उत्थान संघ,Shree Mukteshwor Gramin Mahila tatha Bal Utthan Sangh,,Murtiya-3,,,,,,,
Sarlahi,मानव सेवा समाज,Manav Sewa Samaj,,Karmaiya,,,,,,,
Sarlahi,हेल्प नेपाल,Help Nepal,,Ishworpur-2,,,,,,,
Sarlahi,दलित उत्थान समाज,Dalit Utthan Samaj,,Harion,,,,,,,
Sarlahi,महिला विकास जागृति केन्द्र,Awareness Centre for Women Development,,Malangawa,,,,,,,
Sarlahi,जन जागृत ग्रामीण विकास सेवा नेपाल,Public awareness Rural Development Service Nepal,,Parwanipur-3,,,,,,,
Sarlahi,रजा युवा क्लब,Raja Youth Club,,Laxmipur,,,,,,,
Sarlahi,सुनौलो भविष्य नेपाल,Golden Future Nepal,,Lalbandi,,,,,,,
Sarlahi,हुब्बुल वतन नेपाल,Hubbul Watan Nepal,,"Ishworpur-2, Bayalbas",,,,,,,
Sarlahi,समाज विकास केन्द्र,Social Development Centre,,Haripurwa,,,,,,,
Sarlahi,कृषि अनुसन्धान तथा वातावरण संरक्षण केन्द्र,Agricultural Research and Environment Protection Centre,,Lalbandi,,,,,,,
Sarlahi,सिर्जनात्मक विकास अभियान नेपाल,Creative Development campaign Nepal,,Kalinjor,,,,,,,
Sarlahi,महिला तथा वालबालिका सरोकार समूह,Mahila tatha Balbalika Sarokar Samuha,,Harion,,,,,,,
Sarlahi,जातीय भेदभाव उन्मुलन संघ,Jatiya Bhedbhav Unmulan Sangh,,Malngwa,,,,,,,
