Year,District,Region,Sector,NGOs Name
2067,Chitwan,"Central
Region","Environmental
Protection","Krishi Tatha Vatavaran Pravarddhan
Kendra"
2067,Doti,"Far Western
Region","Environmental
Protection","Vatavaran Samrakshan Tatha
Paryatan Pravarddhan Kendar"
2067,Lalitpur,"Central
Region","Environmental
Protection",Nepal Horticulture Society
2067,Kathmandu,"Central
Region","Environmental
Protection",Go Green Nepal
2067,Nuwakot,"Central
Region","Environmental
Protection","Gramin Urja Pravarddhan Tatha
Vatavaran Samrakshan Kendra"
2067,Kathmandu,"Central
Region","Environmental
Protection","Rastriya Prakop Jokhim Nyunikaran
Kendra Nepal (NDRC Nepal)"
2067,Kathmandu,"Central
Region","Environmental
Protection","Jaivik Vividhata Patrakar Samuha
Nepal"
2059,Kathmandu,Central Region,"Handicapped and
Disabled Services",Agami Nepal
2061,Kathmandu,Central Region,"Handicapped and
Disabled Services",Agrim Path Nepal
2060,Lalitpur,Central Region,"Handicapped and
Disabled Services",Anath Apang Udhhar Samaj Nepal
2054,Saptari,Eastern Region,"Handicapped and
Disabled Services","Anath Asakt Ra Piditaharuka Lagi
Sewa"
2064,Kathmandu,Central Region,"Handicapped and
Disabled Services",Anath Tatha Apang Uthhan Manch
2052,Syangja,"Western
Region","Handicapped and
Disabled Services",Andha Andhi Samudayik Bikas Kendra
2054,Kavre,Central Region,"Handicapped and
Disabled Services",Andha Apang Kalyana Samiti
2053,Kaski,"Western
Region","Handicapped and
Disabled Services",Andha Apang Kalyana Sastha
2047,Kathmandu,Central Region,"Handicapped and
Disabled Services","Andha Apang Pravidhik Sheep Bikas
Kendra"
2062,Kathmandu,Central Region,"Handicapped and
Disabled Services",Andha Tatha Apang Kalyana Samaj
2063,Kathmandu,Central Region,"Handicapped and
Disabled Services",Antarastriya Kanun Manch Nepal
2060,Kathmandu,Central Region,"Handicapped and
Disabled Services","Anusandhan Tatha Sahayog Sanstha
2060"
2055,Bajura,"Far Western
Region","Handicapped and
Disabled Services",Apag Kalyana Manch
2063,Nuwakot,Central Region,"Handicapped and
Disabled Services","Apag Rpunasthapana Tatha Sewa
Kendra"
2060,Kathmandu,Central Region,"Handicapped and
Disabled Services",Apag Sahayog Kendra
,Bardiya,"Mid Western
Region","Handicapped and
Disabled Services",Apan Kalyanakari Sangh
2059,Kathmandu,Central Region,"Handicapped and
Disabled Services",Apan Punasthapana Kendra
2060,Kalikot,"Mid Western
Region","Handicapped and
Disabled Services",Apan Punasthapana Kendra
2060,Nuwakot,Central Region,"Handicapped and
Disabled Services",Apan Punasthapana Kendra
2059,Lalitpur,Central Region,"Handicapped and
Disabled Services",Apang  Kala Mitra Samuh
20Cer_ Date,District,Region,Sector,NGOs Name
2064,Nawalparasi,"Western
Region","Handicapped and
Disabled Services",Apang Abam Abhibhawak Sangh
2064,Bhojpur,Eastern Region,"Handicapped and
Disabled Services",Apang Adhikar Sarokar Manch
2064,Sindhupalchok,Central Region,"Handicapped and
Disabled Services","Apang Adhikar Tatha Swabalamban
Kendra"
2064,Siraha,Eastern Region,"Handicapped and
Disabled Services","Apang Anath Asahaya Samudayik
Bikas Kendra"
2051,Kathmandu,Central Region,"Handicapped and
Disabled Services","Apang Anath Samaj Sewa Tatha
Gramin Bikas Kendra Nepal"
2057,Sunsari,Eastern Region,"Handicapped and
Disabled Services",Apang Anath Swasthya Sewa Kendra
2064,Kathmandu,Central Region,"Handicapped and
Disabled Services",Apang Asahaya Punarsthapan 2064
2063,Kathmandu,Central Region,"Handicapped and
Disabled Services",Apang Asahaya Wikas Kendra Nepal
2056,Kathmandu,Central Region,"Handicapped and
Disabled Services",Apang Ayoparjan Sasntha
2063,Kathmandu,Central Region,"Handicapped and
Disabled Services",Apang Bal Bridhh Nepal
2062,Dang,"Mid Western
Region","Handicapped and
Disabled Services","Apang Balabalika Sanrakshyana
Kendra"
2062,Kathmandu,Central Region,"Handicapped and
Disabled Services","Apang Balabalika Sustamanasthiti
Tatha Batabarana Sarokar Ne"
2058,Udayapur,Eastern Region,"Handicapped and
Disabled Services",Apang Bikas Sangh
2065,Dhading,Central Region,"Handicapped and
Disabled Services",Apang Ekata Kendra
2060,Arghakhanchi,"Western
Region","Handicapped and
Disabled Services",Apang Ekata Samaj
2064,Kailali,"Far Western
Region","Handicapped and
Disabled Services",Apang Ekata Samaj
2064,Rupandehi,"Western
Region","Handicapped and
Disabled Services",Apang Ekikrit Bikas Kendra
2064,Bajura,"Far Western
Region","Handicapped and
Disabled Services",Apang Kalyan Sangh
2063,Kathmandu,Central Region,"Handicapped and
Disabled Services",Apang Kalyana Manch
2054,Dhanusha,Central Region,"Handicapped and
Disabled Services",Apang Kalyana Samaj
2055,Bardiya,"Mid Western
Region","Handicapped and
Disabled Services",Apang Kalyana Samaj
2058,Ramechhap,Central Region,"Handicapped and
Disabled Services",Apang Kalyana Samaj
2061,Rolpa,"Mid Western
Region","Handicapped and
Disabled Services",Apang Kalyana Samaj Nepal
2053,Dhanusha,Central Region,"Handicapped and
Disabled Services",Apang Kalyana Sangh
2055,Salyan,"Mid Western
Region","Handicapped and
Disabled Services",Apang Kalyana Sangh
2060,Parsa,Central Region,"Handicapped and
Disabled Services",Apang Kalyana Sangh
2061,Mahottari,Central Region,"Handicapped and
Disabled Services",Apang Kalyana Sangh
2061,Bara,Central Region,"Handicapped and
Disabled Services",Apang Kalyana Sangh
2062,Sindhuli,Central Region,"Handicapped and
Disabled Services",Apang Kalyana Sangh
2061,Kathmandu,Central Region,"Handicapped and
Disabled Services",Apang Kendra Nepal
2061,Surkhet,"Mid Western
Region","Handicapped and
Disabled Services",Apang Mahila Samaj
2062,Dang,"Mid Western
Region","Handicapped and
Disabled Services",Apang Mahila Sashakttikarana Kendra
2057,Dang,"Mid Western
Region","Handicapped and
Disabled Services","Apang Manav Adhikar Abm Sarokar
Manch Nepal"
2059,Palpa,"Western
Region","Handicapped and
Disabled Services",Apang Manaw Adhikar Samaj
2057,Kathmandu,Central Region,"Handicapped and
Disabled Services",Apang Milan Kendra Jitapur
2056,Kathmandu,Central Region,"Handicapped and
Disabled Services",Apang Muktti Sewa Sangh
2056,Bajhang,"Far Western
Region","Handicapped and
Disabled Services",Apang Naw Jiban Kendra
2056,Kathmandu,Central Region,"Handicapped and
Disabled Services","Apang Naw Jiwan Tatha
Rpunasthapana Kendra"
2054,Kathmandu,Central Region,"Handicapped and
Disabled Services",Apang Nawajiwan Kendra Nepal
2054,Kathmandu,Central Region,"Handicapped and
Disabled Services",Apang Nawajiwan Kendra Nepal
2059,Tanahu,"Western
Region","Handicapped and
Disabled Services",Apang Punarsthapan Kendra
2063,Sunsari,Eastern Region,"Handicapped and
Disabled Services","Apang Punarsthapana Tatha Asahaya
Sewa Nepal"
2064,Rupandehi,"Western
Region","Handicapped and
Disabled Services",Apang Punarsthapna Samaj
2062,Parbat,"Western
Region","Handicapped and
Disabled Services",Apang Punasrthapan Bikas Sanstha
2057,Chitawan,Central Region,"Handicapped and
Disabled Services",Apang Punasthapan Kendra Nepal
2060,Mugu,"Mid Western
Region","Handicapped and
Disabled Services","Apang Purnasthapana Tatha Gramina
Bikas Sanstha"
2062,Kailali,"Far Western
Region","Handicapped and
Disabled Services",Apang Sahayata Sangh
2064,Makwanpur,Central Region,"Handicapped and
Disabled Services",Apang Sahayog Samaj
2052,Kathmandu,Central Region,"Handicapped and
Disabled Services",Apang Sahayogi
2061,Kathmandu,Central Region,"Handicapped and
Disabled Services",Apang Sahayogi Hataharu
2052,Chitawan,Central Region,"Handicapped and
Disabled Services",Apang Samaj
2056,Dhanusha,Central Region,"Handicapped and
Disabled Services",Apang Samaj Janakapur
2066,Kathmandu,Central Region,"Handicapped and
Disabled Services",Apang Samaj Sewa Kendra
2065,Arghakhanchi,"Western
Region","Handicapped and
Disabled Services",Apang Samrachhan Rastriya Samiti
2064,Mugu,"Mid Western
Region","Handicapped and
Disabled Services",Apang Samudayik Bikas Karyakram
2055,Nuwakot,Central Region,"Handicapped and
Disabled Services",Apang Samuh
2058,Bara,Central Region,"Handicapped and
Disabled Services",Apang Sangh
2059,Myagdi,"Western
Region","Handicapped and
Disabled Services",Apang Sangh
2062,Siraha,Eastern Region,"Handicapped and
Disabled Services",Apang Sangh
2060,Rukum,"Mid Western
Region","Handicapped and
Disabled Services",Apang Sanrakshyana Manch
2062,Lamjung,"Western
Region","Handicapped and
Disabled Services",Apang Sanrakshyana Samaj
2065,Kathmandu,Central Region,"Handicapped and
Disabled Services",Apang Saraswoti Ashraya Manch
2064,Syangja,"Western
Region","Handicapped and
Disabled Services",Apang Sarbangin Bikas Kendra
2053,Lalitpur,Central Region,"Handicapped and
Disabled Services",Apang Sarokar Grih
2056,Kaski,"Western
Region","Handicapped and
Disabled Services",Apang Sarokar Kendra
2061,Makwanpur,Central Region,"Handicapped and
Disabled Services",Apang Sarokar Kendra
2060,Mahottari,Central Region,"Handicapped and
Disabled Services",Apang Sarokar Kendra Nepal
2054,Kathmandu,Central Region,"Handicapped and
Disabled Services",Apang Sarokar Samuh
2064,Banke,"Mid Western
Region","Handicapped and
Disabled Services","Apang Sashaktikaran Abm Sanchar
Kendra Nepal"
2066,Solukhumbu,Eastern Region,"Handicapped and
Disabled Services",Apang Sashaktikaran Samaj Sewa
2060,Mugu,"Mid Western
Region","Handicapped and
Disabled Services",Apang Sashakttikaran Kendra
2060,Humla,"Mid Western
Region","Handicapped and
Disabled Services",Apang Sashakttikaran Kendra
2062,Surkhet,"Mid Western
Region","Handicapped and
Disabled Services",Apang Sashakttikarana Kendra
2055,Bajhang,"Far Western
Region","Handicapped and
Disabled Services",Apang Sasntha
2050,Kathmandu,Central Region,"Handicapped and
Disabled Services",Apang Sewa Kendra
2063,Kailali,"Far Western
Region","Handicapped and
Disabled Services",Apang Sewa Samaj Nepal
2058,Sarlahi,Central Region,"Handicapped and
Disabled Services",Apang Sewa Samiti
2051,Ilam,Estern Region,"Handicapped and
Disabled Services",Apang Sewa Sangh
2054,Kathmandu,Central Region,"Handicapped and
Disabled Services",Apang Sewa Sangh
2055,Lalitpur,Central Region,"Handicapped and
Disabled Services",Apang Sewa Sangh
2055,Siraha,Eastern Region,"Handicapped and
Disabled Services",Apang Sewa Sangh
2055,Panchathar,Eastern Region,"Handicapped and
Disabled Services",Apang Sewa Sangh
2056,Ramechhap,Central Region,"Handicapped and
Disabled Services",Apang Sewa Sangh
,Dhankutta,Eastern Region,"Handicapped and
Disabled Services",Apang Sewa Sangh
2060,Khotang,Eastern Region,"Handicapped and
Disabled Services",Apang Sewa Sangh
2061,Nuwakot,Central Region,"Handicapped and
Disabled Services",Apang Sewa Sangh
2061,Siraha,Eastern Region,"Handicapped and
Disabled Services",Apang Sewa Sanstha
2056,Sunsari,Eastern Region,"Handicapped and
Disabled Services",Apang Sewa Sarokar Samiti
2063,Bajhang,"Far Western
Region","Handicapped and
Disabled Services","Apang Surakshya Tatha Bikas
Sanstha"
2054,Sindhupalchok,Central Region,"Handicapped and
Disabled Services","Apang Surakshyaa Tatha Gramin
Wikas Sanstha"
2064,Kathmandu,Central Region,"Handicapped and
Disabled Services","Apang Swabalamban Bikas Sangh
Nepal"
2064,Makwanpur,Central Region,"Handicapped and
Disabled Services","Apang Swabalamban Jiban Paddati
Nepal"
2058,Kailali,"Far Western
Region","Handicapped and
Disabled Services",Apang Swarojagar Kendra
2059,Gulmi,"Western
Region","Handicapped and
Disabled Services",Apang Swatantra Sangh
2064,Kathmandu,Central Region,"Handicapped and
Disabled Services","Apang tatha Anath Balbali Saranchhan
Kendra"
2060,Kathmandu,Central Region,"Handicapped and
Disabled Services",Apang Tatha Anath Samaj Nepal
2063,Dolakha,Central Region,"Handicapped and
Disabled Services","Apang Tatha Drishatiwihin Samudaya
Sewa Kendra"
2057,Kathmandu,Central Region,"Handicapped and
Disabled Services","Apang Tatha Mahila Punarasthapan
Samaj"
2064,Jhapa,Eastern Region,"Handicapped and
Disabled Services","Apang Tatha Mahila Punarsthapana
Samaj"
2057,Kathmandu,Central Region,"Handicapped and
Disabled Services",Apang Tatha Utpidit Sip Bikas Form
2061,Dang,"Mid Western
Region","Handicapped and
Disabled Services","Apang Tuhura Ra Asahaya Sewa
Kendra"
2057,Udayapur,Eastern Region,"Handicapped and
Disabled Services",Apang Utathan Sewa Samiti
2064,Jajarkot,"Mid Western
Region","Handicapped and
Disabled Services",Apang Uthhan Kendra
,Kathmandu,Central Region,"Handicapped and
Disabled Services",Apang Utthan Samaj
2061,Kathmandu,Central Region,"Handicapped and
Disabled Services",Apang Utthan Samaj
2057,Kapilbastu,"Western
Region","Handicapped and
Disabled Services","Apang Utthan Samaj Kapilabastu
Nepal"
2056,Kathmandu,Central Region,"Handicapped and
Disabled Services","Apang Utthan Tatha Paropakar Sewa
Kendra"
2053,Lalitpur,Central Region,"Handicapped and
Disabled Services",Apang Yatayat Majadur Sewa Kendra
2064,Lalitpur,Central Region,"Handicapped and
Disabled Services",Apang Yatayat Majdur Sarokar Kendra
,Dhading,Central Region,"Handicapped and
Disabled Services",APANGA KALAYAN SANG
2050,Kanchanpur,"Far Western
Region","Handicapped and
Disabled Services",Apanga Kalyan Sewa Sangh
2066,Kaski,"Western
Region","Handicapped and
Disabled Services",Apanga Khelkhud Sangh
2063,Kathmandu,Central Region,"Handicapped and
Disabled Services","Apangata Bhaeka Byakttiharuka Lagi
Swawalamwan Jiwan Padhhat"
2064,Kathmandu,Central Region,"Handicapped and
Disabled Services","Apangata Bhayaka Byaktiharuka Lagi
Nepal Bosia Sangh"
2064,Kathmandu,Central Region,"Handicapped and
Disabled Services","Apangata Bhayaka Byaktiharuka Lagi
Suchana Tatha Sanchar Prabidhi"
2065,Kathmandu,Central Region,"Handicapped and
Disabled Services","Apangata Ra Bikaska Lagi Kriyashil
Nepal"
2066,Dhading,Central Region,"Handicapped and
Disabled Services",Apangata Sashaktikaran Samaj
2065,Terhathum,Eastern Region,"Handicapped and
Disabled Services","Apangata Sashaktikaran Tatha
Punarsthapana Kendra"
2058,Nawalparasi,"Western
Region","Handicapped and
Disabled Services",Apangata Utthan Karyakram
2065,Bhaktapur,Central Region,"Handicapped and
Disabled Services","Apangataka Lagi Swabalamban Jiban
Padhati Kendra"
2061,Kathmandu,Central Region,"Handicapped and
Disabled Services",Apangka Lagi Swaya Sewak Sangh
2066,Arghakhachi,"Western
Region","Handicapped and
Disabled Services",Arghakhachi Netrahin Sangh
2050,Kathmandu,Central Region,"Handicapped and
Disabled Services",Asahaya  Upakar Sangh
2053,Kathmandu,Central Region,"Handicapped and
Disabled Services","Asahaya Apang Tatha Nimukha Sewa
Samiti"
2055,Banke,"Mid Western
Region","Handicapped and
Disabled Services","Asahaya Apang Tatha Nimukha Sewa
Samiti"
,Mahottari,Central Region,"Handicapped and
Disabled Services",Asahaya Bikas Pariyojana
2063,Kathmandu,Central Region,"Handicapped and
Disabled Services",Asahaya Kalyan Samaj
2051,Kathmandu,Central Region,"Handicapped and
Disabled Services",Asahaya Kanuni Pramrsa Datri Manch
2050,Kathmandu,Central Region,"Handicapped and
Disabled Services",Asahaya Punarsthapan Samaj
2061,Kathmandu,Central Region,"Handicapped and
Disabled Services","Asahaya Punarsthapana Tatha Bikas
Kendra Nepal"
2053,Kathmandu,Central Region,"Handicapped and
Disabled Services",Asahaya Samaj Sewa
2050,Bhaktapur,Central Region,"Handicapped and
Disabled Services",Asahaya Sewa Sanghatan Nepal
2056,Kathmandu,Central Region,"Handicapped and
Disabled Services",Asahaya Tatha Apag Kalyana Kendra
2057,Kathmandu,Central Region,"Handicapped and
Disabled Services",Asahaya Tatha Apang Sewa Samaj
2055,Sunsari,Eastern Region,"Handicapped and
Disabled Services",Asahaya Utthan Samaj
2053,Kathmandu,Central Region,"Handicapped and
Disabled Services",Asahayaharuko Samaj
2066,Bajura,"Far Western
Region","Handicapped and
Disabled Services",Asakta Apang Kalyan Sangh
2053,Chitawan,Central Region,"Handicapped and
Disabled Services",Asakta Tatha Thuhura Kalyana Samaj
2064,Gulmi,"Western
Region","Handicapped and
Disabled Services",Asha Apang Kendra
2059,Kathmandu,Central Region,"Handicapped and
Disabled Services",Asha Nepal
2060,Morang,Eastern Region,"Handicapped and
Disabled Services","Association For Community View in
Nepal"
2056,Kathmandu,Central Region,"Handicapped and
Disabled Services","Ayamulak Karyabat Apaganharuko
Rpunasthapana"
2059,Morang,Eastern Region,"Handicapped and
Disabled Services","Bagale Thapa Samaj Sewa
Pratishathan"
2062,Baglung,"Western
Region","Handicapped and
Disabled Services","Bagalung Sust Manasthiti Abhibhawak
Samiti"
2059,Chitawan,Central Region,"Handicapped and
Disabled Services","Baghouda Antarik Khoj Tatha Bikas
Samaj Nepal"
2060,Kathmandu,Central Region,"Handicapped and
Disabled Services",Baglun Mahila Samaj
2064,Baglung,"Western
Region","Handicapped and
Disabled Services",Baglung Netrahin Sangh
